Id,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,timeBased,perside
1723,30 Back Standing Low Cable Rope Row,The 30 Back Standing Low Cable Rope Row is a strength exercise targeting the middle back. It typically requires cable and is suitable for intermediate fitness levels.,Strength,Middle Back,Cable,Intermediate,0.0,No description,False,False
1724,30 Back Straight-Arm Bar Pull-Down,The 30 Back Straight-Arm Bar Pull-Down is a strength exercise targeting the middle back. It typically requires cable and is suitable for intermediate fitness levels.,Strength,Middle Back,Cable,Intermediate,0.0,No description,False,True
1725,30 Back Straight-Arm Rope Pull-Down,The 30 Back Straight-Arm Rope Pull-Down is a strength exercise targeting the middle back. It typically requires cable and is suitable for intermediate fitness levels.,Strength,Middle Back,Cable,Intermediate,0.0,No description,False,True
1726,30 Back Wide-Grip Behind-The-Head Pull-Down,The 30 Back Wide-Grip Behind-The-Head Pull-Down is a strength exercise targeting the middle back. It typically requires cable and is suitable for intermediate fitness levels.,Strength,Middle Back,Cable,Intermediate,0.0,No description,False,False
1727,30 Back Wide-Grip Pull-Down,The 30 Back Wide-Grip Pull-Down is a strength exercise targeting the middle back. It typically requires cable and is suitable for intermediate fitness levels.,Strength,Middle Back,Cable,Intermediate,0.0,No description,False,False
1728,30 back Wide-Grip Seated Cable Row,The 30 back Wide-Grip Seated Cable Row is a strength exercise targeting the middle back. It typically requires cable and is suitable for intermediate fitness levels.,Strength,Middle Back,Cable,Intermediate,0.0,No description,False,False
1729,Rower,"The rower is a popular gym machine that is serious cardiovascular work, but also targets the legs, back, and arm muscles. It's a great way build overall aerobic and muscular fitness. It is popular in CrossFit-style workouts, but is also a staple in all types of gyms. It can be equally effective for HIIT-style interval workouts or for longer-duration endurance work.",Cardio,Middle Back,Machine,Intermediate,8.9,Average,True,True
1730,Seated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Strength,Middle Back,Cable,Intermediate,8.8,Average,False,False
1731,Smith machine bent-over row,"The Smith machine bent-over row is an upper-body exercise targeting the muscles of the back, particularly the lats (latissimus dorsi). This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused workout.",Strength,Middle Back,Machine,Intermediate,8.1,Average,False,False
1732,Leverage High Row,The machine high row is an exercise targeting the lats and works the back overall.,Strength,Middle Back,Machine,Beginner,7.9,Average,False,False
1733,Machine Low Row,The machine low row is an exercise targeting the back muscles.,Strength,Middle Back,Machine,Intermediate,0.0,No description,False,False
1734,Standing lat pull-down,"The standing lat pull-down is a variation of the lat pull-down performed standing next to a cable stack rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body. If you are too tall to perform this movement, a kneeling lat pull-down provides all of the same benefits.",Strength,Middle Back,Machine,Intermediate,0.0,No description,False,False
1735,30 Back Machine Seated Row,The 30 Back Machine Seated Row is a strength exercise targeting the middle back. It typically requires machine and is suitable for intermediate fitness levels.,Strength,Middle Back,Machine,Intermediate,0.0,No description,False,False
1736,30 Back Smith Machine Push-Up,The 30 Back Smith Machine Push-Up is a strength exercise targeting the middle back. It typically requires machine and is suitable for intermediate fitness levels.,Strength,Middle Back,Machine,Intermediate,0.0,No description,False,False
1737,Mixed Grip Chin,The Mixed Grip Chin is a strength exercise targeting the middle back. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Middle Back,Body Only,Intermediate,8.2,Average,False,False
1738,Rhomboids SMR,"Rhomboids self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the rhomboid muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Rhomboids SMR is often accompanied by SMR on the lats, or by stretches that target the rhomboids or lats.",Stretching,Middle Back,Body Only,Intermediate,5.7,Average,False,False
1739,Spinal Stretch,The Spinal Stretch is a stretching exercise targeting the middle back. It typically requires body only and is suitable for intermediate fitness levels.,Stretching,Middle Back,Body Only,Intermediate,5.3,Average,False,False
1740,Upper Back Stretch,The Upper Back Stretch is a stretching exercise targeting the middle back. It typically requires body only and is suitable for intermediate fitness levels.,Stretching,Middle Back,Body Only,Intermediate,4.2,Average,False,False
1741,Middle Back Stretch,The Middle Back Stretch is a stretching exercise targeting the middle back. It typically requires body only and is suitable for intermediate fitness levels.,Stretching,Middle Back,Body Only,Intermediate,3.8,Average,False,False
1742,TBS Pull-Up,The TBS Pull-Up is a strength exercise targeting the middle back. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Middle Back,Body Only,Intermediate,0.0,No description,False,False
1743,HM Angel Stretch,The HM Angel Stretch is a strength exercise targeting the middle back. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Middle Back,Body Only,Intermediate,0.0,No description,False,False
1744,UNS Foam Roll Upper Back,The UNS Foam Roll Upper Back is a strength exercise targeting the middle back. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Middle Back,Body Only,Intermediate,0.0,No description,False,False
1745,30 Back Neutral-Grip Pull-Down,The 30 Back Neutral-Grip Pull-Down is a strength exercise targeting the middle back. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Middle Back,Body Only,Intermediate,0.0,No description,False,False
1746,30 Back Pull-Up,The 30 Back Pull-Up is a strength exercise targeting the middle back. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Middle Back,Body Only,Intermediate,0.0,No description,False,False
1747,30 Back Reverse-Grip Pull-Up,The 30 Back Reverse-Grip Pull-Up is a strength exercise targeting the middle back. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Middle Back,Body Only,Intermediate,0.0,No description,False,False
1748,ACFT Medicine ball overhead power throw,"The medicine ball overhead power throw is an explosive exercise targeting the abdominals and hips. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a medicine ball, which then gets ""scooped"" up and thrown overhead in one continuous movement.",Strength,Middle Back,Medicine Ball,Intermediate,0.0,No description,True,True
1749,Upright Row - With Bands,The Upright Row - With Bands is a strength exercise targeting the traps. It typically requires bands and is suitable for beginner fitness levels.,Strength,Traps,Bands,Beginner,7.8,Average,False,False
1750,Band seated row,"The band seated row is a band alternative to the popular cable exercise and trains the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The band row can work well in a variety of rep ranges, requiring a heavier band for muscle-building and strength workouts and a lighter band for weight-loss work and as an accessory movement.",Strength,Traps,Bands,Intermediate,0.0,No description,False,False
